domain,hyhg,hakno,bb,sbb,rank,mileage,major,double,enrolled_courses,graduation,first_enroll,credits_rate,previous_credits_rate,grade,enrolled,etc
H1,20161,ECO4001,01,00,1,18,N,N,6,Y,Y,0.8968,1.0000,4,O, 
H1,20161,ECO4001,01,00,2,18,N,N,6,N,Y,0.9603,1.0000,4,O, 
H1,20161,ECO4001,01,00,3,18,N,N,6,N,Y,0.8148,0.8421,4,O, 
H1,20161,ECO4001,01,00,4,12,N,N,4,N,Y,0.8650,1.0000,4,O, 
H1,20161,ECO4001,01,00,5,10,N,N,6,N,Y,0.9126,0.8333,4,O, 
H1,20161,ECO4001,01,00,6,8,N,N,6,N,Y,0.7936,0.9444,4,O, 
H1,20161,ECO4001,01,00,7,1,N,N,6,Y,Y,1.0000,0.9444,4,O, 
H1,20161,ECO4001,01,00,8,1,N,N,6,N,Y,0.8730,0.8333,4,O, 
H1,20161,ECO4001,01,00,9,1,N,N,5,Y,Y,1.0000,0.5000,4,O, 
H1,20161,ECO4001,01,00,0,12,N,N,6,N,Y,0.7460,0.8333,4,O,* 
H1,20161,ECO4001,01,00,0,12,N,N,5,N,Y,0.5555,1.0000,3,O,* 
H1,20161,ECO1101,01,00,1,18,Y,Y,6,N,Y,0.2777,0.9444,2,X, 
H1,20161,ECO1101,01,00,2,18,Y,Y,5,N,Y,0.3730,1.0000,2,X, 
H1,20161,ECO1101,01,00,3,18,N,N,6,N,Y,0.5158,1.0000,3,O, 
H1,20161,ECO1101,01,00,4,18,N,N,6,N,Y,0.3412,1.0000,2,X, 
H1,20161,ECO1101,01,00,5,18,N,N,6,N,Y,0.2888,1.0000,2,X, 
H1,20161,ECO1101,01,00,6,18,N,N,6,N,Y,0.2777,0.9444,2,X, 
H1,20161,ECO1101,01,00,7,18,N,N,6,N,Y,0.2777,0.8947,2,X, 
H1,20161,ECO1101,01,00,8,18,N,N,6,N,Y,0.1428,0.4166,2,X, 
H1,20161,ECO1101,01,00,9,18,N,N,4,N,Y,0.3015,1.0000,2,X, 
H1,20161,ECO1101,01,00,10,15,Y,Y,6,N,Y,0.2063,0.6666,2,X, 
H1,20161,ECO1101,01,00,11,15,N,N,6,N,Y,0.2777,0.9444,2,X, 
H1,20161,ECO1101,01,00,12,13,Y,Y,6,N,Y,0.2857,0.8333,2,X, 
H1,20161,ECO1101,01,00,13,10,Y,Y,6,N,Y,0.7063,1.0000,3,X, 
H1,20161,ECO1101,01,00,14,10,N,N,6,N,Y,0.2777,0.9444,2,X, 
H1,20161,ECO1101,01,00,15,10,N,N,6,N,Y,0.2579,0.8055,2,X, 
H1,20161,ECO1101,01,00,16,7,Y,Y,6,N,Y,0.2857,1.0000,2,X, 
H1,20161,ECO1101,01,00,17,7,N,N,6,N,Y,0.2500,0.6111,2,X, 
H1,20161,ECO1101,01,00,18,7,N,N,5,N,Y,0.2698,0.8888,2,X, 
H1,20161,ECO1101,01,00,19,4,Y,Y,6,N,Y,0.3809,0.8888,2,X, 
H1,20161,ECO1101,01,00,20,4,N,N,5,N,Y,0.2857,0.8333,2,X, 
H1,20161,ECO1101,01,00,21,4,N,N,5,N,Y,0.2023,0.8888,2,X, 
H1,20161,ECO1101,01,00,22,3,Y,Y,6,N,Y,0.3293,0.8333,2,X, 
H1,20161,ECO1101,01,00,23,1,Y,Y,6,N,Y,0.2777,0.9444,2,X, 
H1,20161,ECO1101,01,00,24,1,Y,Y,3,N,Y,0.2777,0.9444,2,X, 
H1,20161,ECO1101,01,00,25,1,N,N,6,N,Y,0.3015,1.0000,2,X, 
H1,20161,ECO1101,01,00,26,1,N,N,4,N,Y,0.3015,0.9444,2,X, 
H1,20161,ECO1101,01,00,0,12,Y,Y,5,N,Y,0.4761,1.0000,3,O,* 
H1,20161,ECO1101,01,00,0,12,Y,Y,6,Y,Y,0.9047,0.8888,4,O,* 
H1,20161,ECO1101,01,00,0,12,Y,Y,6,N,Y,0.2777,0.9444,2,O,* 
H1,20161,ECO1101,01,00,0,12,Y,Y,6,N,Y,0.2857,1.0000,2,O,* 
H1,20161,ECO1101,01,00,0,12,Y,Y,6,N,Y,0.2777,0.9444,2,O,* 
H1,20161,ECO1101,01,00,0,12,Y,Y,6,N,Y,0.2619,1.0000,2,O,* 
H1,20161,ECO1101,01,00,0,12,Y,Y,6,N,Y,0.2698,1.0000,2,O,* 
H1,20161,ECO1101,01,00,0,12,Y,Y,5,N,Y,0.2777,0.9444,2,O,* 
H1,20161,ECO1101,01,00,0,12,Y,Y,5,N,Y,0.2777,0.9444,2,O,* 
H1,20161,ECO1101,01,00,0,12,Y,Y,6,N,Y,0.3095,0.9444,2,O,* 
H1,20161,ECO1101,01,00,0,12,Y,Y,6,N,Y,0.5396,0.9444,3,O,* 
H1,20161,ECO1101,02,00,1,18,Y,Y,6,N,Y,0.5476,1.0000,3,X, 
H1,20161,ECO1101,02,00,2,18,Y,Y,5,N,N,0.3253,0.9444,2,O, 
H1,20161,ECO1101,02,00,3,12,N,N,6,N,Y,0.5000,0.8750,3,X, 
H1,20161,ECO1101,02,00,0,12,Y,Y,6,N,Y,0.5555,0.9444,3,O,* 
H1,20161,ECO1101,02,00,0,12,Y,Y,4,N,Y,0.7857,0.6666,3,O,* 
H1,20161,ECO1101,02,00,0,12,Y,Y,6,N,Y,0.2777,0.7777,2,O,* 
H1,20161,ECO1101,02,00,0,12,Y,Y,6,N,Y,0.5555,0.8333,3,O,* 
H1,20161,ECO1101,03,00,1,18,Y,Y,6,N,Y,0.8809,0.9444,4,O, 
H1,20161,ECO1101,03,00,2,18,Y,Y,5,N,Y,0.2777,1.0000,2,O, 
H1,20161,ECO1101,03,00,3,18,N,N,6,N,Y,0.8592,0.9473,4,O, 
H1,20161,ECO1101,03,00,4,18,N,N,6,N,Y,0.8492,1.0000,4,O, 
H1,20161,ECO1101,03,00,5,18,N,N,6,N,Y,0.5000,0.8750,3,O, 
H1,20161,ECO1101,03,00,6,18,N,N,6,N,Y,0.2592,0.9473,2,O, 
H1,20161,ECO1101,03,00,7,18,N,N,6,N,Y,0.2460,0.9166,2,O, 
H1,20161,ECO1101,03,00,8,18,N,N,6,N,N,0.9126,0.9473,4,X, 
H1,20161,ECO1101,03,00,9,18,N,N,5,N,Y,0.5396,0.6666,3,O, 
H1,20161,ECO1101,03,00,10,17,Y,Y,6,N,Y,0.3531,0.9166,2,O, 
H1,20161,ECO1101,03,00,11,17,Y,Y,5,N,Y,0.5555,1.0000,3,O, 
H1,20161,ECO1101,03,00,12,16,N,N,6,N,Y,0.4920,0.8333,3,O, 
H1,20161,ECO1101,03,00,13,16,N,N,6,N,Y,0.3015,0.9444,2,O, 
H1,20161,ECO1101,03,00,14,15,Y,Y,6,N,Y,0.3809,0.8333,2,O, 
H1,20161,ECO1101,03,00,15,15,N,N,6,N,Y,0.7063,1.0000,3,O, 
H1,20161,ECO1101,03,00,16,13,Y,Y,6,N,Y,0.5000,0.8333,3,O, 
H1,20161,ECO1101,03,00,17,12,Y,Y,6,N,Y,0.8888,1.0000,4,X, 
H1,20161,ECO1101,03,00,18,12,Y,Y,6,N,Y,0.5396,1.0000,3,O, 
H1,20161,ECO1101,03,00,19,12,Y,Y,6,N,Y,0.4841,0.8333,3,O, 
H1,20161,ECO1101,03,00,20,12,Y,Y,6,N,Y,0.1746,0.4722,2,O, 
H1,20161,ECO1101,03,00,21,12,Y,Y,5,N,Y,0.3492,1.0000,2,O, 
H1,20161,ECO1101,03,00,22,12,N,N,6,N,Y,0.2857,1.0000,2,O, 
H1,20161,ECO1101,03,00,23,12,N,N,6,N,Y,0.2777,0.9444,2,O, 
H1,20161,ECO1101,03,00,24,12,N,N,6,N,N,0.2261,0.6388,2,O, 
H1,20161,ECO1101,03,00,25,11,Y,Y,6,N,Y,0.8412,1.0000,4,X, 
H1,20161,ECO1101,03,00,26,11,Y,Y,6,N,Y,0.3253,1.0000,2,O, 
H1,20161,ECO1101,03,00,27,11,Y,Y,6,N,Y,0.3015,0.9444,2,O, 
H1,20161,ECO1101,03,00,28,11,Y,Y,5,N,Y,0.2777,0.9444,2,O, 
H1,20161,ECO1101,03,00,29,10,Y,Y,6,N,Y,0.2777,0.9444,2,O, 
H1,20161,ECO1101,03,00,30,10,Y,Y,6,N,Y,0.2182,0.6944,2,O, 
H1,20161,ECO1101,03,00,31,10,Y,Y,6,N,Y,0.2023,0.7500,2,O, 
H1,20161,ECO1101,03,00,32,10,Y,Y,6,N,N,0.5952,1.0000,3,O, 
H1,20161,ECO1101,03,00,33,10,Y,Y,5,N,Y,0.2936,1.0000,2,O, 
H1,20161,ECO1101,03,00,34,10,Y,Y,5,N,Y,0.2500,0.8750,2,O, 
H1,20161,ECO1101,03,00,35,10,N,N,5,N,Y,0.2658,1.0000,2,X, 
H1,20161,ECO1101,03,00,36,9,Y,Y,6,N,Y,0.5158,0.9444,3,O, 
H1,20161,ECO1101,03,00,37,9,Y,Y,5,N,Y,0.3253,1.0000,2,O, 
H1,20161,ECO1101,03,00,38,8,Y,Y,6,N,Y,0.2936,0.8888,2,O, 
H1,20161,ECO1101,03,00,39,8,Y,Y,5,N,Y,0.2777,0.9444,2,O, 
H1,20161,ECO1101,03,00,40,7,Y,Y,6,N,Y,0.7629,0.9473,4,X, 
H1,20161,ECO1101,03,00,41,7,Y,Y,6,N,N,0.9523,1.0000,4,X, 
H1,20161,ECO1101,03,00,42,7,Y,Y,6,N,N,0.2777,0.9444,2,O, 
H1,20161,ECO1101,03,00,43,6,Y,Y,6,N,Y,0.2976,0.9166,2,O, 
H1,20161,ECO1101,03,00,44,6,Y,Y,6,N,Y,0.2857,1.0000,2,O, 
H1,20161,ECO1101,03,00,45,6,Y,Y,6,N,Y,0.2777,0.8888,2,O, 
H1,20161,ECO1101,03,00,46,5,Y,Y,6,N,Y,0.5000,0.8750,3,O, 
H1,20161,ECO1101,03,00,47,5,Y,Y,6,N,Y,0.3968,0.9444,2,O, 
H1,20161,ECO1101,03,00,48,5,Y,Y,6,N,Y,0.3015,0.9444,2,O, 
H1,20161,ECO1101,03,00,49,5,Y,Y,6,N,Y,0.2460,0.7777,2,O, 
H1,20161,ECO1101,03,00,50,5,N,N,6,N,Y,0.2888,0.9473,2,X, 
H1,20161,ECO1101,03,00,51,4,Y,Y,6,N,Y,0.3015,1.0000,2,O, 
H1,20161,ECO1101,03,00,52,3,Y,Y,6,N,Y,0.7851,0.7894,4,X, 
H1,20161,ECO1101,03,00,53,3,Y,Y,6,N,Y,0.3015,1.0000,2,X, 
H1,20161,ECO1101,03,00,54,2,Y,Y,6,N,Y,0.8253,0.9444,4,X, 
H1,20161,ECO1101,03,00,55,2,Y,Y,6,N,Y,0.5079,0.8888,3,O, 
H1,20161,ECO1101,03,00,56,2,Y,Y,6,N,Y,0.4047,1.0000,2,X, 
H1,20161,ECO1101,03,00,57,2,Y,Y,6,N,N,0.9761,1.0000,4,X, 
H1,20161,ECO1101,03,00,58,2,N,N,6,N,Y,0.3253,1.0000,2,X, 
H1,20161,ECO1101,03,00,59,2,N,N,6,N,N,0.7380,1.0000,4,X, 
H1,20161,ECO1101,03,00,60,2,N,N,6,N,N,0.5000,0.8333,3,X, 
H1,20161,ECO1101,03,00,61,1,N,N,6,N,Y,0.2301,0.6666,2,X, 
H1,20161,ECO1101,03,00,0,12,Y,Y,5,N,Y,0.5238,0.8333,3,O,* 
H1,20161,ECO1101,03,00,0,12,Y,Y,6,N,Y,0.5476,0.8333,3,O,* 
H1,20161,ECO1101,03,00,0,12,Y,Y,6,N,Y,0.5396,1.0000,3,O,* 
H1,20161,ECO1101,03,00,0,12,Y,Y,6,N,Y,0.7619,0.8333,4,O,* 
H1,20161,ECO1101,03,00,0,12,Y,Y,6,N,Y,0.8174,1.0000,4,O,* 
H1,20161,ECO1101,03,00,0,12,Y,Y,6,N,Y,0.8333,0.8333,4,O,* 
H1,20161,ECO1101,03,00,0,12,Y,Y,6,N,Y,0.8095,1.0000,4,O,* 
H1,20161,ECO1101,03,00,0,12,Y,Y,6,N,Y,0.3650,1.0000,2,O,* 
H1,20161,ECO1101,03,00,0,12,Y,Y,6,N,Y,0.3015,0.8333,2,O,* 
H1,20161,ECO1101,03,00,0,12,Y,Y,5,N,Y,0.2738,0.9166,2,O,* 
H1,20161,ECO1101,03,00,0,12,Y,Y,6,N,Y,0.3809,1.0000,2,O,* 
H1,20161,ECO1101,03,00,0,12,Y,Y,6,N,Y,0.2539,0.7777,2,O,* 
H1,20161,ECO1101,03,00,0,12,Y,Y,6,N,Y,0.2777,0.9444,2,O,* 
H1,20161,ECO1101,03,00,0,12,Y,Y,6,N,Y,0.3095,0.8888,2,O,* 
H1,20161,ECO1101,03,00,0,12,Y,Y,6,N,Y,0.3809,0.8333,2,O,* 
H1,20161,ECO1101,03,00,0,12,Y,Y,6,N,Y,0.4285,0.8333,2,O,* 
H1,20161,ECO1101,03,00,0,12,N,N,6,N,Y,0.6984,1.0000,3,O,* 
H1,20161,ECO1101,03,00,0,12,Y,Y,6,N,Y,0.8095,1.0000,4,O,* 
H1,20161,ECO1101,03,00,0,12,Y,Y,6,N,Y,0.7698,1.0000,4,O,* 
H1,20161,ECO1101,03,00,0,12,Y,Y,6,N,Y,0.7777,0.8333,4,O,* 
H1,20161,ECO1101,04,00,1,11,N,N,6,N,Y,0.3333,1.0000,2,O, 
H1,20161,ECO1101,04,00,2,5,N,N,6,N,Y,0.5714,1.0000,3,O, 
H1,20161,ECO1101,04,00,3,1,N,N,6,N,Y,0.8095,1.0000,4,O, 
H1,20161,ECO1101,05,00,1,13,N,N,6,N,N,0.8492,1.0000,4,O, 
H1,20161,ECO1101,05,00,2,1,Y,N,6,N,Y,0.5714,1.0000,3,O, 
H1,20161,ECO1101,06,00,1,18,Y,Y,6,N,N,0.2539,0.7222,2,O, 
H1,20161,ECO1101,06,00,2,18,N,N,6,N,Y,0.7936,1.0000,4,O, 
H1,20161,ECO1101,06,00,3,18,N,N,6,N,Y,0.5793,0.5000,3,O, 
H1,20161,ECO1101,06,00,4,18,N,N,6,N,Y,0.4518,0.8947,3,O, 
H1,20161,ECO1101,06,00,5,18,N,N,6,N,Y,0.2857,1.0000,2,O, 
H1,20161,ECO1101,06,00,6,18,N,N,6,N,Y,0.2592,0.9473,2,O, 
H1,20161,ECO1101,06,00,7,12,N,N,6,N,Y,0.5873,0.7894,3,O, 
H1,20161,ECO1101,06,00,8,12,N,N,6,N,Y,0.3015,1.0000,2,O, 
H1,20161,ECO1101,06,00,9,10,Y,N,6,N,Y,0.5259,0.7894,3,O, 
H1,20161,ECO1101,06,00,10,10,Y,Y,5,N,N,0.3968,0.8333,2,O, 
H1,20161,ECO1101,06,00,11,10,N,N,6,N,Y,0.5952,0.6666,3,O, 
H1,20161,ECO1101,06,00,12,8,Y,Y,6,N,Y,0.5000,0.8750,3,O, 
H1,20161,ECO1101,06,00,13,5,N,N,6,N,Y,0.6296,0.7894,3,O, 
H1,20161,ECO1101,06,00,14,5,N,N,6,N,Y,0.3730,0.8333,2,O, 
H1,20161,ECO1101,06,00,15,2,Y,Y,6,N,Y,0.5000,0.8750,3,O, 
H1,20161,ECO1101,06,00,16,2,N,N,6,N,Y,0.2444,1.0000,2,O, 
H1,20161,ECO1101,06,00,17,1,Y,N,6,N,Y,0.7539,0.8333,4,O, 
H1,20161,ECO1101,06,00,18,1,Y,N,6,N,Y,0.5952,1.0000,3,O, 
H1,20161,ECO1101,06,00,19,1,Y,N,6,N,Y,0.5634,1.0000,3,O, 
H1,20161,ECO1101,06,00,20,1,Y,N,6,N,Y,0.4126,0.8888,2,O, 
H1,20161,ECO1101,06,00,21,1,N,N,6,N,Y,0.5079,1.0000,3,O, 
H1,20161,ECO1101,07,00,1,18,Y,N,6,Y,Y,0.9206,0.8888,4,O, 
H1,20161,ECO1101,07,00,2,18,Y,N,6,N,Y,0.8814,1.0000,4,O, 
H1,20161,ECO1101,07,00,3,18,Y,N,6,N,Y,0.8592,0.9473,4,O, 
H1,20161,ECO1101,07,00,4,18,Y,N,6,N,Y,0.7380,1.0000,3,O, 
H1,20161,ECO1101,07,00,5,18,Y,N,6,N,Y,0.7380,0.8333,4,O, 
H1,20161,ECO1101,07,00,6,18,Y,N,6,N,Y,0.6904,0.8888,4,O, 
H1,20161,ECO1101,07,00,7,18,Y,N,6,N,Y,0.6507,0.8333,3,O, 
H1,20161,ECO1101,07,00,8,18,Y,N,6,N,Y,0.6428,1.0000,3,O, 
H1,20161,ECO1101,07,00,9,18,Y,N,6,N,Y,0.6170,1.0000,3,O, 
H1,20161,ECO1101,07,00,10,18,Y,N,6,N,Y,0.5777,1.0000,3,O, 
H1,20161,ECO1101,07,00,11,18,Y,N,6,N,Y,0.5476,1.0000,3,O, 
H1,20161,ECO1101,07,00,12,18,Y,N,6,N,Y,0.5333,0.9473,3,O, 
H1,20161,ECO1101,07,00,13,18,Y,N,6,N,Y,0.5238,0.9444,3,O, 
H1,20161,ECO1101,07,00,14,18,Y,N,6,N,Y,0.4814,1.0000,3,O, 
H1,20161,ECO1101,07,00,15,18,Y,N,6,N,Y,0.4518,0.9473,3,O, 
H1,20161,ECO1101,07,00,16,18,Y,N,6,N,Y,0.3968,1.0000,2,O, 
H1,20161,ECO1101,07,00,17,18,Y,Y,6,N,Y,0.3174,1.0000,2,O, 
H1,20161,ECO1101,07,00,18,18,Y,Y,6,N,Y,0.2936,1.0000,2,O, 
H1,20161,ECO1101,07,00,19,18,Y,Y,6,N,Y,0.2936,1.0000,2,O, 
H1,20161,ECO1101,07,00,20,18,Y,Y,6,N,Y,0.2777,0.8888,2,O, 
H1,20161,ECO1101,07,00,21,18,Y,Y,6,N,Y,0.2539,0.9444,2,O, 
H1,20161,ECO1101,07,00,22,18,Y,Y,6,N,N,0.4761,0.8888,3,O, 
H1,20161,ECO1101,07,00,23,18,Y,Y,6,N,N,0.3888,0.8888,2,O, 
H1,20161,ECO1101,07,00,24,18,Y,Y,6,N,N,0.2619,1.0000,2,O, 
H1,20161,ECO1101,07,00,25,18,Y,Y,6,N,N,0.2380,0.8888,2,O, 
H1,20161,ECO1101,07,00,26,18,Y,N,5,Y,Y,0.9801,1.0000,4,O, 
H1,20161,ECO1101,07,00,27,18,Y,N,5,N,Y,0.5158,0.8333,3,O, 
H1,20161,ECO1101,07,00,28,18,Y,Y,5,N,Y,0.5000,0.8750,3,O, 
H1,20161,ECO1101,07,00,29,18,Y,N,5,N,Y,0.4920,1.0000,3,O, 
H1,20161,ECO1101,07,00,30,18,Y,Y,5,N,Y,0.3174,0.9444,2,O, 
H1,20161,ECO1101,07,00,31,18,Y,Y,5,N,Y,0.3095,0.9166,2,O, 
H1,20161,ECO1101,07,00,32,18,Y,N,4,N,Y,0.7936,1.0000,4,O, 
H1,20161,ECO1101,07,00,33,18,Y,Y,4,N,N,0.4682,0.8333,3,O, 
H1,20161,ECO1101,07,00,34,18,Y,N,3,Y,N,1.0000,0.8421,4,O, 
H1,20161,ECO1101,07,00,35,18,Y,N,3,Y,N,1.0000,0.3157,4,O, 
H1,20161,ECO1101,07,00,36,18,Y,Y,2,Y,N,1.0000,0.8333,4,O, 
H1,20161,ECO1101,07,00,37,18,N,N,6,Y,N,1.0000,0.1578,4,X, 
H1,20161,ECO1101,07,00,38,18,N,N,6,Y,N,0.9841,1.0000,4,X, 
H1,20161,ECO1101,07,00,39,18,N,N,6,N,Y,0.9857,0.8947,4,X, 
H1,20161,ECO1101,07,00,40,18,N,N,6,N,Y,0.8888,0.8333,4,X, 
H1,20161,ECO1101,07,00,41,18,N,N,6,N,Y,0.6000,0.8421,3,O, 
H1,20161,ECO1101,07,00,42,18,N,N,6,N,Y,0.5714,1.0000,3,O, 
H1,20161,ECO1101,07,00,43,18,N,N,6,N,Y,0.5703,0.9473,3,X, 
H1,20161,ECO1101,07,00,44,18,N,N,6,N,Y,0.5396,0.8333,3,X, 
H1,20161,ECO1101,07,00,45,18,N,N,6,N,Y,0.5158,1.0000,3,X, 
H1,20161,ECO1101,07,00,46,18,N,N,6,N,Y,0.5111,1.0000,3,X, 
H1,20161,ECO1101,07,00,47,18,N,N,6,N,Y,0.5000,0.7894,3,X, 
H1,20161,ECO1101,07,00,48,18,N,N,6,N,Y,0.4962,0.7894,3,X, 
H1,20161,ECO1101,07,00,49,18,N,N,6,N,Y,0.4666,0.9473,3,X, 
H1,20161,ECO1101,07,00,50,18,N,N,6,N,Y,0.4666,0.8421,3,X, 
H1,20161,ECO1101,07,00,51,18,N,N,6,N,Y,0.4666,0.6842,3,X, 
H1,20161,ECO1101,07,00,52,18,N,N,6,N,Y,0.3492,1.0000,2,O, 
H1,20161,ECO1101,07,00,53,18,N,N,6,N,Y,0.3492,0.9444,2,O, 
H1,20161,ECO1101,07,00,54,18,N,N,6,N,Y,0.3407,0.8421,2,O, 
H1,20161,ECO1101,07,00,55,18,N,N,6,N,Y,0.3253,1.0000,2,O, 
H1,20161,ECO1101,07,00,56,18,N,N,6,N,Y,0.2857,1.0000,2,O, 
H1,20161,ECO1101,07,00,57,18,N,N,6,N,Y,0.2666,0.8947,2,O, 
H1,20161,ECO1101,07,00,58,18,N,N,6,N,Y,0.2555,0.7894,2,O, 
H1,20161,ECO1101,07,00,59,18,N,N,6,N,Y,0.2000,0.4736,2,O, 
H1,20161,ECO1101,07,00,60,18,N,N,6,N,N,0.6370,1.0000,3,X, 
H1,20161,ECO1101,07,00,61,18,N,N,6,N,N,0.5407,0.7894,3,X, 
H1,20161,ECO1101,07,00,62,18,N,N,5,N,Y,0.8148,0.8947,4,X, 
H1,20161,ECO1101,07,00,63,18,N,N,5,N,Y,0.7142,0.8888,3,X, 
H1,20161,ECO1101,07,00,64,18,N,N,5,N,N,0.2380,0.8888,2,O, 
H1,20161,ECO1101,07,00,65,17,Y,N,6,N,Y,0.5111,0.7894,3,X, 
H1,20161,ECO1101,07,00,66,17,Y,N,6,N,Y,0.4126,1.0000,2,X, 
H1,20161,ECO1101,07,00,67,17,Y,N,5,N,Y,0.5407,0.9473,3,X, 
H1,20161,ECO1101,07,00,68,17,N,N,6,N,Y,0.8074,0.6842,4,X, 
H1,20161,ECO1101,07,00,69,17,N,N,6,N,Y,0.2857,1.0000,2,X, 
H1,20161,ECO1101,07,00,70,16,Y,Y,6,N,N,0.5079,0.6666,3,X, 
H1,20161,ECO1101,07,00,71,16,N,N,6,N,Y,0.5555,1.0000,3,X, 
H1,20161,ECO1101,07,00,72,16,N,N,6,N,Y,0.4296,1.0000,2,X, 
H1,20161,ECO1101,07,00,73,16,N,N,5,Y,Y,0.9206,1.0000,4,X, 
H1,20161,ECO1101,07,00,74,15,Y,Y,6,N,Y,0.5000,0.8750,3,X, 
H1,20161,ECO1101,07,00,75,15,N,N,6,N,Y,0.5851,0.6315,3,X, 
H1,20161,ECO1101,07,00,76,14,Y,N,6,Y,Y,1.0000,0.8947,4,X, 
H1,20161,ECO1101,07,00,77,13,Y,Y,6,N,Y,0.2142,0.7222,2,O, 
H1,20161,ECO1101,07,00,78,13,Y,Y,6,N,N,0.2460,0.9444,2,O, 
H1,20161,ECO1101,07,00,79,13,N,N,6,N,Y,0.8333,1.0000,4,X, 
H1,20161,ECO1101,07,00,80,13,N,N,6,N,Y,0.5555,1.0000,3,X, 
H1,20161,ECO1101,07,00,81,13,N,N,5,N,Y,0.4841,1.0000,3,X, 
H1,20161,ECO1101,07,00,82,12,Y,N,6,N,Y,0.8531,1.0000,4,X, 
H1,20161,ECO1101,07,00,83,12,Y,Y,6,N,Y,0.2539,0.8888,2,O, 
H1,20161,ECO1101,07,00,84,12,Y,Y,5,N,N,0.7619,1.0000,4,X, 
H1,20161,ECO1101,07,00,85,12,Y,Y,5,N,N,0.5476,0.6111,3,X, 
H1,20161,ECO1101,07,00,86,12,N,N,6,N,Y,0.3851,0.9473,2,X, 
H1,20161,ECO1101,07,00,87,12,N,N,6,N,Y,0.2296,0.5789,2,X, 
H1,20161,ECO1101,07,00,88,10,Y,N,6,N,Y,0.8000,0.8947,4,X, 
H1,20161,ECO1101,07,00,89,10,Y,N,6,N,Y,0.4814,0.7894,3,X, 
H1,20161,ECO1101,07,00,90,10,Y,Y,5,N,N,0.3968,0.8333,3,X, 
H1,20161,ECO1101,07,00,91,10,N,N,6,N,Y,0.4074,0.9473,2,X, 
H1,20161,ECO1101,07,00,92,8,N,N,5,N,Y,0.2619,1.0000,2,X, 
H1,20161,ECO1101,07,00,93,7,Y,N,6,N,Y,0.6507,1.0000,4,X, 
H1,20161,ECO1101,07,00,94,4,Y,N,6,N,Y,0.8740,0.9473,4,X, 
H1,20161,ECO1101,07,00,95,1,Y,Y,6,Y,N,0.9285,1.0000,4,X, 
H1,20161,ECO1101,07,00,96,1,Y,Y,6,N,Y,0.2579,0.7222,2,O, 
H1,20161,ECO1103,01,00,1,18,N,N,6,N,Y,0.7777,1.0000,4,O, 
H1,20161,ECO1103,01,00,2,18,N,N,6,N,Y,0.6984,1.0000,4,O, 
H1,20161,ECO1103,01,00,3,18,N,N,5,N,Y,0.8313,0.9444,4,O, 
H1,20161,ECO1103,01,00,4,16,N,N,5,Y,N,0.9206,1.0000,4,O, 
H1,20161,ECO1103,01,00,5,15,Y,Y,4,N,Y,0.7500,0.8750,4,O, 
H1,20161,ECO1103,01,00,6,15,N,N,6,N,Y,0.1190,0.5000,2,O, 
H1,20161,ECO1103,01,00,7,12,Y,Y,5,N,Y,0.3015,1.0000,2,O, 
H1,20161,ECO1103,01,00,8,12,Y,Y,5,N,Y,0.2500,0.8750,2,O, 
H1,20161,ECO1103,01,00,9,11,Y,Y,4,N,Y,0.3492,1.0000,2,O, 
H1,20161,ECO1103,01,00,10,10,Y,Y,6,N,Y,0.2023,0.7500,2,O, 
H1,20161,ECO1103,01,00,11,10,N,N,6,N,Y,0.2261,0.6388,2,O, 
H1,20161,ECO1103,01,00,12,8,Y,Y,6,N,Y,0.3253,1.0000,2,O, 
H1,20161,ECO1103,01,00,13,8,Y,Y,6,N,Y,0.3015,0.9444,2,O, 
H1,20161,ECO1103,01,00,14,8,Y,Y,6,N,Y,0.2539,0.7777,2,O, 
H1,20161,ECO1103,01,00,15,8,Y,Y,5,N,Y,0.3253,1.0000,2,O, 
H1,20161,ECO1103,01,00,16,8,Y,Y,5,N,Y,0.2738,0.8055,2,O, 
H1,20161,ECO1103,01,00,17,8,N,N,6,N,Y,0.2857,1.0000,2,O, 
H1,20161,ECO1103,01,00,18,7,Y,Y,6,N,Y,0.3015,1.0000,2,O, 
H1,20161,ECO1103,01,00,19,7,N,N,6,N,Y,0.2500,0.8750,2,O, 
H1,20161,ECO1103,01,00,20,6,Y,Y,6,N,Y,0.3015,1.0000,2,O, 
H1,20161,ECO1103,01,00,21,6,Y,Y,5,N,Y,0.2777,0.9444,2,O, 
H1,20161,ECO1103,01,00,22,5,Y,Y,6,N,Y,0.3015,0.9444,2,O, 
H1,20161,ECO1103,01,00,23,5,Y,Y,6,N,Y,0.2936,1.0000,2,O, 
H1,20161,ECO1103,01,00,24,5,Y,Y,6,N,Y,0.2857,1.0000,2,O, 
H1,20161,ECO1103,01,00,25,5,Y,Y,5,N,Y,0.3015,0.9444,2,O, 
H1,20161,ECO1103,01,00,26,3,Y,Y,6,N,N,0.3809,0.8888,2,O, 
H1,20161,ECO1103,01,00,27,1,N,N,6,N,Y,0.8333,1.0000,4,O, 
H1,20161,ECO1103,01,00,0,12,Y,Y,6,N,Y,0.3015,1.0000,2,O,* 
H1,20161,ECO1103,01,00,0,12,Y,Y,6,N,Y,0.3253,1.0000,2,O,* 
H1,20161,ECO1103,02,00,1,18,Y,Y,6,N,Y,0.5476,1.0000,3,O, 
H1,20161,ECO1103,02,00,2,18,Y,Y,6,N,Y,0.2936,1.0000,2,O, 
