course_code,course_title
IIT1102,개별연구지도(2)
IIT1301,인지과학
IIT2010,과학철학과과학방법론
IIT3008,사용자경험이론
IIT3304,기술경영및창업론
BIO3119,유전학
BIO2208,현대생명과학및연구입문
BIO2207,생명체의진화와다양성
BIO3120,환경생물학
BIO3101,발생학
BIO3102,미생물학
BIO3105,식물분자생리학
BIO3712,분자생물학
BIO3111,시스템생물학실험(2)
BIO3107,신경생물학
BIO3713,바이러스학
BIO4106,생물리학
BIO4912,시스템생물학창의실험
BIO4916,분자생물학연구기법
BCH2001,주니어세미나(전반부)
BCH3102,생화학실험(1)
BCH3121,생화학개론
BCH3109,분자생물학
BCH4101,생화학과제실험(1)
BCH3108,단백질생화학
BCH3115,세포생화학(2)
BCH3117,유전생화학
BCH3120,분자신경생물학
BCH3119,암발달생물학
BCH3110,세포면역학
BCH3114,유전자조작법
BCH4107,생화학창의실험
BTE2101,물리화학
BTE2001,주니어세미나(생명공학비전찾기)
BTE2200,유기화학(1)
BTE2202,일반미생물학
BTE3101,세포생명공학
BTE3201,생물전달현상
BTE3402,미생물생명공학
BTE3408,생명공학기기분석
BTE3409,나노생명공학
BTE3601,미생물및생물공학기초실험
BTE3606,생리학(1)
BTE3608,화학생물학
BTE3406,생리활성물질
BTE3407,식품공정공학
BTE3603,생명공학전공실험(2)
BTE4402,생명정보학
BTE4601,생명공학창의설계(1)
BTE4606,생명공학발명과특허
LSB2201,생물통계학
LSB3101,생화학(1)
LSB3102,생화학(2)
LSB3202,세포생물학(1)
LSB2202,진로탐색특강
THE1003,신학실천
THE2011,신학의이해(1)
THE2013,성서의이해
THE2907,신학방법론
THE3121,"성서해석의세지평:저자,본문,독자"
THE3920,바울의상황과사상
THE3921,21세기다문화신학
THE3922,고대이스라엘의종교와역사
THE3923,글로벌시대의기독교교육학
THE3924,기독교역사1
THE3925,기독교역사2
THE3926,기독교윤리란무엇인가
THE3927,무신론과종교비판
THE3928,세계기독교의등장과패러다임전환
THE3929,성인발달과상담
THE3930,"커리큘럼,사회,종교교육"
THE3931,포스트모던사회에서의영성
THE4907,희랍어문법
THE4916,"돌봄,상담그리고코칭"
THE4920,교회사연구의새로운동향
SOC2106,인권과사회
SOC3706,경제사회학
SOC4121,사회조사분석
SOC3204,사회학이론
SOC3307,조직이론
SOC3402,동아시아사회비교
SOC3501,사회정책
SOC3604,지식.정보사회
SOC3611,성과사회
SOC3614,영화와사회
SOC4115,역사사회학
SOC4119,법과사회
SOC4503,일탈과범죄
TTP3809,일반사회교재연구및지도법
TTP3830,일반사회교육론
SOS4001,사회과학자양성세미나
POL2001,주니어세미나(연정공동체정치론)
POL2001,주니어세미나(정치적삶과법적인사고)
POL1004,정치학개론
POL2102,국제관계론
POL2109,정보사회와정치
POL2110,정치이론입문
POL2117,전쟁과평화
POL3012,한국의정치경제
POL3106,동북아국제안보
POL3113,외교안보와미디어
POL3116,일본정치와외교
POL3151,법과정치
POL3827,한반도통일정책론
POL3862,사회과학조사방법론
POL3828,UNITED STATES FOREIGN POLICY
POL4833,마을학개론
POL3108,러시아정치
POL3130,한국정치사상
POL3135,국가안보와정보
POL4103,국제법과국제관계
POL4128,민족주의의이론과실제
POL4823,정의론
POL4835,정치학데이터분석
PUB2104,인력관리론
PUB2106,정보체계론
PUB2120,거버넌스와민주주의
PUB2122,현대비교정부론
PUB3102,사람과도시
PUB3113,행정법(1)
PUB3115,행정학사례분석연습
PUB3116,공공의사결정론
PUB3125,행정수단론
PUB3128,전략적기획론
PUB3129,공기업의이해와관리
PUB3130,산업정책론
PUB3132,예술행정
PUB3133,비교정책론
PUB4105,조사방법론
PUB4103,정부규제론
PUB4106,한국행정론
PUB4109,정부개혁론
PUB4113,정부회계학(1)
PUB4118,제도와조직
PUB4202,정책관리론
PUB4203,환경정책과지속가능성
COM2101,언론학연구방법론
COM2104,현대화법
COM2109,방송의이해
COM2110,영상제작실습
COM2113,미디어취재보도론
COM2117,미디어와사회
COM2122,미디어산업론
COM2123,커뮤니케이션디자인워크샵
COM3101,고급영상제작
COM3106,대인관계와커뮤니케이션
COM3113,미디어윤리
COM3117,설득커뮤니케이션론
COM3124,커뮤니케이션과통계
COM3128,P.R론
COM3134,미디어심리학
COM3141,"MEDIA, ART AND SOCIETY"
COM3145,P.R사례분석
COM3146,인터랙티브마케팅커뮤니케이션
COM3160,"ROCK MUSIC, CULTURE AND SOCIETY"
COM3163,한국영화사
COM4112,텔레커뮤니케이션론
COM4115,마케팅커뮤니케이션캠페인
SOW2001,주니어세미나(기독교적가치와청년의삶그리고복지)
SOW1101,사회복지개론
SOW2104,인간행동과사회환경
SOW3107,사회복지실천기술론
SOW3109,사회복지자료분석론
SOW3110,사회복지정책론
SOW3111,사회복지조사론
SOW3115,사회복지현장실습
SOW3121,장애인복지론
SOW4113,청소년복지론
SOW3116,산업복지론
SOW4105,비영리조직관리와사회복지
SOW4106,사회보장론
ANT2101,문화기술지
ANT2102,한국문화낯설게보기
ANT3101,문화인류학의역사
ANT3104,성과문화
ANT3105,몸의인류학
ANT3112,대중문화와문화산업
ANT3115,인류학특강
ANT3123,영상인류학(2)
ANT3204,현대중국의사회와문화
ANT3209,법인류학
ANT4102,지역연구
ANT4107,글로벌이슈와인류학적전망
LAW3133,국제법총론
LAW3142,COMPARATIVE CONSTITUTIONAL TRADITIONS
LAW3712,노동법
LAW4003,졸업논문
LAW3123,행정구제법
LAW3130,저작권법
LAW3804,세법
LAW4122,행정법연습
LAW4139,미국기업법
LAW4144,법과사회의주요쟁점
LAW4172,기업법
CMP1201,시창.청음(1)
CMP1203,화성학(1)
CMP2201,시창.청음(3)
CMP2203,화성학(3)
CMP2205,음악사(1)
CMP3201,음악사(3)
CMP3205,대위법
MSC3001,마스터클래스
TTP3816,음악교재연구및지도법
TTP3824,음악교육론
CHM1207,합창(심포니콰이어)
CHM1208,합창(콘서트콰이어)
CHM1101,전공실기
CHM1201,교회음악개론
CHM1204,통주저음(1)
CHM2201,오르간즉흥연주법(1)
CHM2607,통주저음(3)
CHM2206,오르간즉흥연주법(3)
CHM3203,오르간문헌(1)
CHM4201,찬송가학
BSP3217,하프시코드클라스
CHM2653,교회음악합창
CHM2654,합창음악분석
CHM2655,합창지휘클래스
CHM2656,합창지휘법의기초
VOM1101,전공실기
VOM1207,성악세미나(1)
VOM2211,IPA
VOM2209,이태리가곡클래스(1)
VOM3201,독일가곡클래스(1)
VOM3203,불란서가곡클래스(1)
VOM3212,영어가곡클래스(1)
VOM3218,오페라공연과실습
VOM4201,근현대성악(1)
VOM3217,성악세미나(3)
VOM3209,성악문헌(1)
VOM3221,오페라클래스
VOM1208,교회음악가곡클래스(1)
BSP2119,실내악
BSP1101,전공실기
BSP2207,피아노부전공
BSP2201,건반화성(1)
BSP2203,건반화성(3)
BSP3201,피아노문헌(1)
BSP3207,피아노문헌(3)
BSP3205,피아노교수법(1)
BSP3203,피아노반주법(1)
BSP1111,관현악
BSP1117,관악기를위한오케스트라워크샵
BSP3222,창작곡연주(1)
BSP3224,특수악기연주세미나
CHM2001,주니어세미나(저널탐색)
BSP1118,관합주
BSP1119,현합주
BSP2205,바로크음악연주법
BSP3211,관현악지휘법(1)
BSP3215,현대음악앙상블(1)
BSP3218,스즈끼메소드(1)
CMP1101,전공실기
CMP1207,전자음악개론(1)
CHM2001,주니어세미나(현대음악듣기)
CMP2207,음악문헌(1)
CMP2293,음향학
CMP3211,국악개론
CMP4201,현대음악분석
CMP3207,실용음악(1)
CMP3209,전자음악(1)
CMP4204,관현악법
CMP4206,음악학개론
CNT2105,인체와의복과학
CNT2114,의류재료의이해
CNT3111,의복과환경
CNT3113,섬유제품품질평가
CNT3116,의류디자인및기획
CNT3122,의류소재개발및기획
CNT3136,유행심리와의류산업
CNT3137,패션산업현장업무
CNT3138,글로벌패션비지니스시스템
CNT4111,럭셔리패션경영
CNT4115,의류소비자행동분석
CNT4117,의복과감성과학
CNT4120,기능성의류설계
CNT4123,의류상품개발과의류디자인
FNS2102,생화학
FNS2106,인체영양학
FNS2107,조리원리
FNS2116,분자생물학
FNS2001,주니어세미나(영양연구활동체험하기)
FNS3119,영양사현장실습
FNS3103,식사요법
FNS3104,식생활관리
FNS3106,식품위생학
FNS3109,외식서비스마케팅
FNS3115,식품화학
FNS4102,급식.외식산업현장실무
FNS4113,고급영양학
HID1101,공간보기공간풀기
HID1104,기초설계제도
HID1102,드로잉과표현기법
HID2102,실내건축디자인이론
HID2104,주거공간계획론
HID2113,실내건축스튜디오(1)
HID2115,디지털디자인스튜디오
HID3110,실내환경론
HID3111,실내건축스튜디오(3)
HID3112,공간환경심리학
HID3116,환경색채학
HID3124,한국전통공간과건축
HID3130,건축음향환경
HID4107,실내환경제어시스템
HID4108,디자인경영
HID4110,현대실내건축
HID4112,환경디자인스튜디오
CFS3123,유아발달
CFS3124,유아교육과정
CFS3128,인지발달
CFS4108,가족과젠더
CFS3103,아동미술교육
CFS3109,유아놀이지도
CFS3110,가족관계
CFS3129,특수아동의이해
CFS4106,집단상담의기초
CFS4114,가족상담
CFS4102,보육교사론
CFS4103,가족생활교육
CFS4113,노화와가족
TTP3817,유아교재연구및지도법
DSN2102,관찰과표현
DSN2103,통합디자인개론
DSN2104,디자인과트렌드
DSN2111,디자인요소와소재
DSN2113,사용자경험과디자인
DSN3126,디지털디자인
DSN4117,통합디자인스튜디오
DSN3103,스마트니트디자인
DSN3110,인터렉티브미디어디자인
DSN3119,현대디자인사
DSN3120,타이포그래피디자인
DSN3123,제품디자인
DSN4101,졸업작품스튜디오(2)
DSN4106,브랜드디자인
DSN4109,패션디자인
DSN4116,제품인터렉션디자인
EDU2103,교육경제학개론
EDU2106,교육기초통계방법
EDU2107,교육사회학
EDU2108,교육심리학
EDU2110,교육지도성
EDU2112,교육학고전강독
EDU2127,교육학교육론
EDU2130,교육조사방법론
EDU3107,교육사상사
EDU3114,수업장학론
EDU3115,원격교육활용론
EDU3132,프로그램평가방법
EDU3137,교육의비교문화적이해
EDU3143,교육학교재연구및지도법
EDU3138,학교교실의현장연구방법입문
TTP4007,교육현장연구지도
TTP4001,교육실습(중등학교)
EDU4117,산업교육실습
EDU4118,상담심리세미나
PED2001,주니어세미나(비만관리프로그램설계와실습)
PED2001,주니어세미나(올림픽과스포츠과학)
PED2001,주니어세미나(상해와스포츠테이핑)
PED1101,수영교수법(1)
PED1110,체조교수법(1)
PED1118,육상교수법(1)
PED1120,농구교수법(1)
PED3211,근골격구조학
PED1204,스포츠의학의기초
PED1107,신체적성(1)
PED1113,테니스지도법(1)
PED2203,운동역학(1)
PED2205,스포츠심리학
PED1103,생존스포츠(1)
PED2808,요가교수법
PED2201,인명구조및구급법
PED2501,교육방법및교육공학
PED2504,교육학개론
PED2804,체력육성실습
PED3205,체육측정평가
PED4202,운동생리학(2)
PED3806,배구교수법(1)
TTP2009,교육봉사활동(2)
PED3807,교육과정
PED3201,건강교육
PED3202,체육교육론
PED3203,운동상해기전및평가
PED4112,동계스포츠교수법(1)
PED4805,핸드볼교수법(1)
PED4807,골프교수법(2)
PED3204,체육철학및역사
PED4210,운동기술지도론
PED4803,경기분석방법
SLS1104,수영(1)
SLS1101,농구
SLS1102,에어로빅체조
SLS1103,태권도(1)
SLS2111,보디빌딩
SLS1200,동계스포츠(1)
SLS2203,스포츠사회학
SLS1107,유도(1)
SLS1109,골프(1)
SLS2001,주니어세미나(영화와도서를통한스포츠산업의이해)
SLS2001,주니어세미나(스포츠미디어경험하기)
SLS2001,주니어세미나(놀면서성공하기)
SLS2001,주니어세미나(체육관련전공자로서의진로모색)
SLS2103,체조창작
SLS2117,승마(1)
SLS2124,레크리에이션실습
SLS2665,티볼(1)
SLS2666,당구(2)
SLS1203,유아및노인체육
SLS2202,스포츠문화사
SLS2205,스포츠와이벤트
SLS1999,배구
SLS2100,동계스포츠(2)
SLS1110,댄스스포츠(1)
SLS1113,테니스
SLS2112,스킨스쿠바
SLS2209,축구
SLS2210,야구
SLS3201,레크리에이션경영전략
SLS3209,스포츠마케팅
SLS4209,스포츠레저카운셀링
SLS3334,째즈댄스(2)
SLS3212,스포츠경영최신주제연구및토론(1)
SLS1204,볼링
SLS1205,인라인스케이트
SLS4202,스포츠레저인턴쉽
SLS4102,졸업실기
SLS4220,농구지도법(1)
SLS2119,운동처방
SLS4204,스포츠와사회복지
SLS4207,스포츠레저윤리및리더십
SLS4211,스포츠비즈니스
UIC1451,WORLD LITERATURE: MODERN JAPANESE LITERATURE
UIC1501,WORLD HISTORY: GROUP I
UIC1541,HISTORY OF SCIENCE & TECHNOLOGY
UIC1551,WORLD HISTORY: GROUP II
UIC1805,BEGINNING CHINESE(1)
UIC1809,BEGINNING CHINESE(2)
UIC1810,BEGINNING JAPANESE(2)
UIC1920,SCIENCE IN CONTEXT
UIC2101,CRITICAL REASONING
UIC3643,MAJOR PHILOSOPHERS
UIC3646,HISTORY OF CHINA: PHILOSOPHY AND RELIGION
UIC3101,DISTINGUISHED VISITING FACULTY SEMINAR
UIC1601,TOPICS IN FICTION
UIC1654,INTRODUCTION TO ART HISTORY
UIC1709,INTRODUCTION TO LAW
UIC1802,INTRODUCTION TO MUSIC AND ITS MEANING
UIC1919,FICTION WORKSHOP
UIC2151,RESEARCH DESIGN AND QUANTITATIVE METHODS
UIC2302,INTERMEDIATE KOREAN(1)
UIC2306,INTERMEDIATE JAPANESE(1)
UIC2310,INTERMEDIATE KOREAN(2)
UIC3520,ADVANCED FICTION WORKSHOP
UIC3552,MODERN GERMAN PHILOSOPHY
UIC3590,MUSIC THEORY AND COMPOSITION
UIC3602,STUDIES IN SHAKESPEARE
UIC3625,TOPICS IN COGNITIVE SCIENCE
UIC2308,NARRATIVE FILMMAKING WORKSHOP
UIC2316,INTERCULTURAL COMMUNICATION
UIC3204,ADVANCED KOREAN (2)
UIC3206,ADVANCED JAPANESE (2)
UIC3522,SPECIAL TOPICS IN POETRY
UIC3528,TOPICS IN LITERARY TRANSLATION
UIC3535,ADVANCED DEBATE WORKSHOP
UIC3563,INTRODUCTION TO CONTINENTAL PHILOSOPHY
UIC3581,TOPICS IN AESTHETICS
UIC3583,BRITISH AND IRISH HISTORY
UIC3594,AMERICAN INDEPENDENT CINEMA
UIC3611,MODERN KOREAN LITERATURE
UIC3617,"MASCULINITIES, MODERNITY, AND MEN"
UIC3620,GENRE STUDIES: READING AND WRITING GENRE FICTION
UIC3636,PHILOSOPHY OF PSYCHOANALYSIS
UIC3647,TOPICS IN CRITICAL THEORY
UIC3655,PHILOSOPHY OF RACE AND GENDER
UIC3656,"SCIENCE, MEDICINE, AND SOCIETY"
UIC3657,SOCIOLOGY OF EDUCATION
UIC3658,TOPICS IN COMPARATIVE HISTORY
UIC3112,SOCIAL CHANGE IN MODERN KOREA
UIC4801,SENIOR THESIS: INDEPENDENT STUDY
CLC2401,MYTH AND CULTURE
CLC2717,OUR LIFE AS A JOURNEY-TRAVEL WRITING
CLC2718,POIESIS OF POETRY II
CLC2719,UNDERSTANDING A VISUAL LANGUAGE IN FILM AND OTHER MEDIA
CLC3705,EAST ASIAN CINEMA AND CULTURAL CROSSING
CLC3704,POSTCOLONIAL LITERATURE IN ENGLISH
CLC3711,EXPERIMENTS IN AUTOBIOGRAPHY
CLC3714,TOLKIEN'S FANTASY LITERATURE
CLC3722,CHINESE NARRATIVE: ARCHETYPES AND MASTERPIECES
CLC4706,CHRISTIANITY AND THE WESTERN CIVILIZATION
CLC4709,SENIOR THESIS WRITING
ASP2027,AS LHP: CULTURES OF GLOBALIZATION IN CHINA
ISM2003,THEORIES OF INTERNATIONAL RELATIONS
ISM2107,POLITICS AND BUSINESS IN KOREA
ISM2108,INFORMATION SYSTEMS AND INFORMATION SOCIETY
ISM2113,INTRODUCTION TO INTERNATIONAL LAW
ISM2119,INVESTMENT ANALYSIS AND GLOBAL MANAGEMENT
ISM3506,INTERNATIONAL SECURITY
ISM3524,INTERNATIONAL ORGANIZATIONS AND LAW
ISM3513,HISTORY OF GLOBALIZATION AND DEVELOPMENT
ISM3518,CONFLICT IN THE MIDDLE EAST
ISM3522,NEW ERA OF GLOBAL FINANCIAL SYSTEM
ISM3528,EAST AND WEST: FUNDAMENTALS OF CIVILIZATION
ISM4518,POLITICS IN NORTHEAST ASIA
ISM4804,ECONOMICS OF INTERNATIONAL DEVELOPMENT
ASP4003,CRITICAL ISSUES IN SOUTHEAST ASIA
ISM4513,EUROPEAN UNION
ISM4811,NORTH KOREAN MEDIA STUDIES
ISM4812,GLOBAL JUSTICE
ISM4813,IMPERIALISM AND THE WORLD
LST2003,GENETICS
LSB3102,BIOCHEMISTRY (2)
LST3205,분자세포생물학기초실험
LST3206,DEVELOPMENTAL BIOLOGY
LST4001,SENIOR INDEPENDENT STUDY
LST4003,CANCER DEVELOPMENT
POL2210,INTRODUCTION TO KOREAN POLITICS & GOVERNMENT
POL3153,중국정치의이해
POL3156,US AND WORLD
POL3412,EAST ASIAN INTERNATIONAL RELATIONS
POL3414,ISLAM AND CONTEMPORARY INTERNATIONAL RELATIONS
POL3859,"INTERNATIONAL LAW, POLITICS AND DISPUTE SETTLEMENT"
POL4110,NORTH KOREAN POLITICS & FOREIGN POLICY
POL3411,INTERNATIONAL ORGANIZATION AND INSTITUTION
POL3837,THE POLITICAL ECONOMY OF THE KOREAN WELFARE STATE
POL3846,POLITICS OF REGIONAL COOPERATION IN COMPARATIVE PERSPECTIVES
POL3863,POLITICS AND INTERNATIONAL RELATIONS IN SOUTHEAST ASIA
POL4827,"ORDER, DISORDER AND SUSTAINABILITY IN THE GLOBAL ECONOMY"
POL4837,DEMOCRACY AND CONSTITUTION-MAKING
JCL1001,INTRODUCTION TO JUSTICE AND CIVIL LEADERSHIP
JCL2001,ETHICS
JCL2007,"CITIZENS, LAW AND POLICYMAKING"
JCL2008,FOREIGN POLICY IN KOREA AND BEYOND
JCL2009,THE LANDSCAPES OF VIOLENCE AND POLITICS
ASP3009,"AS LHP: SOVEREIGNTY AND NATIONALISM IN KOREA, 1894-1948"
JCL3001,CURRENT ISSUES IN INTERNATIONAL LAW
JCL3002,ANCIENT POLITICAL PHILOSOPHY
QRM2001,FUNDAMENTAL ECONOMIC ANALYSIS
QRM3003,PRINCIPLES OF FINANCIAL ENGINEERING
STP1001,"INTRODUCTION TO SCIENCE, TECHNOLOGY, AND POLICY"
STP2001,POLICY ANALYSIS AND EVALUATION
STP2005,"MATERIAL WORLD AND HUMANS: MATERIALS, CONSUMPTION, SOCIETY, AND ENVIRONMENT"
STP3001,ECOLOGY AND LAW
STP3002,HUMAN BEHAVIOR AND SOCIAL BRAIN
STP4001,"SCIENCE, TECHNOLOGY, INNOVATION AND POLICY"
SDC1001,INTRODUCTION TO SUSTAINABLE DEVELOPMENT AND COOPERATION
SDC2002,ENERGY AND ENVIRONMENTAL POLICY
SDC3001,INFRASTRUCTURE AND DEVELOPMENT
SDC3002,ENVIRONMENT AND DEVELOPMENT
SED1001,INTRODUCTION TO INTEGRATED SCIENCE AND ENGINEERING
BTE2200,ORGANIC CHEMISTRY (1)
SED2001,PHYSICAL CHEMISTRY
NSE3001,NANO CHARACTERIZATION
NSE3004,ELECTRONIC PROPERTIES OF MATERIALS
NSE3005,NANO MICRO FABRICATION TECHNIQUES
NSE3006,THERMODYNAMICS (1)
ESE3001,ENERGY ENGINEERING
ESE3002,FLUID DYNAMICS
UBC2002,CELL BIOLOGY (1)
LST3104,MOLECULAR BIOLOGY
UBC3001,INDUSTRIAL BIOCONVERGENCE
UBC3002,LAB ON BIOCHEMISTRY AND MOLECULAR BIOLOGY
UIC1101,FRESHMAN WRITING INTENSIVE SEMINAR
UIC1201,WORLD LITERATURE: CLASSICAL LITERATURE
UIC1251,WORLD LITERATURE: EAST ASIAN LITERATURE
UIC1301,WORLD LITERATURE: MODERN EUROPEAN LITERATURE
UIC1351,WORLD LITERATURE: ENGLISH & AMERICAN LITERATURE
UIC1502,COGNITION IN SCIENCE AND RELIGION
UIC1561,WESTERN CIVILIZATION
UIC1581,EASTERN CIVILIZATION
UIC1804,BEGINNING KOREAN (1)
UIC1805,BEGINNING CHINESE (1)
UIC1806,BEGINNING JAPANESE (1)
UIC1808,BEGINNING KOREAN(2)
UIC1809,BEGINNING CHINESE (2)
UIC1810,BEGINNING JAPANESE (2)
UIC1901,WORLD PHILOSOPHY
UIC1918,INTRODUCTION TO THE SCIENCE OF THE MIND
CLC1002,INTRODUCTION TO CULTURAL STUDIES
ISM1001,INTRODUCTION TO INTERNATIONAL STUDIES
POL1002,INTRODUCTION TO POLITICAL SCIENCE
UIC1811,MUSIC IN THE TWENTIETH CENTURY
UIC1922,TOPICS IN KOREAN ART
UIC2307,INTERMEDIATE CHINESE(1)
UIC2311,INTERMEDIATE CHINESE(2)
UIC2312,INTERMEDIATE JAPANESE(2)
UIC3202,ADVANCED CHINESE (1)
UIC3205,ADVANCED CHINESE (2)
UIC3648,STUDIES IN MODERN EUROPEAN LITERATURE
UIC3649,TOPICS IN CULTURAL STUDIES
UIC3653,ATLANTIC WORLD HISTORY
UIC3654,PHILOSOPHY OF KNOWLEDGE
IID1001,INTRODUCTION TO INFORMATION AND INTERACTION DESIGN
IID2001,COMMUNICATING WITH TYPE
IID2002,PHOTOGRAPHY WORKSHOP
IID2010,DESIGN HISTORY
IID2011,INDUSTRIAL DESIGN BASICS
IID3012,HCI SEMINAR
IID3002,EDITORIAL DESIGN
IID3004,INTERACTION DESIGN
IID3007,TYPE IN MOTION
IID3010,CREATIVE INDUSTRY INTERNSHIP
IID3011,SWIFT-IOS PROGRAMMING
IID4002,SENIOR PROJECT
TAP4001,TECHNO-ART CAPSTONE PROJECT
ASP1011,INTRODUCTION TO ASIAN STUDIES
ASP2009,CHINESE POLITICS AND SOCIETY
ASP2020,AS LHP: GENDER IN MODERN JAPANESE HISTORY
ASP2025,AS LHP: POSTWAR JAPAN: POLITICS AND CULTURE
ASP2030,MODERN KOREAN FICTION AND FILM
ASP3015,MEDIA ART PRODUCTION
ASP3020,JAPANESE POLITICAL THOUGHT
ASP4005,ASIAN STUDIES RESEARCH SEMINAR
CTM1001,INTRODUCTION TO MANAGEMENT
CTM2002,INTRODUCTION TO INFORMATION SYSTEMS MANAGEMENT
CTM2003,STRATEGY FOR CREATIVE TECHNOLOGY BUSINESS
CTM2005,UX DESIGN AND STRATEGIC MANAGEMENT
CTM3009,INFORMATION SCIENCE OF ENTREPRENEURSHIP
CTM3012,BUSINESS STRATEGY AND DATA ANALYTICS
CTM4001,UNDERGRADUATE DIRECTED STUDY
CDM1001,INTRODUCTION TO CULTURE AND DESIGN MANAGEMENT
CDM2001,CULTURE AND FASHION TRENDS IN CONSUMPTION
CDM2002,DESIGN 1: ELEMENTS AND ORGANIZATION
CDM2003,THEORY AND PRACTICE OF CULTURAL STUDIES
CDM3001,SERVICE DESIGN
CDM3003,DESIGN 3: CROSS-CULTURAL DESIGN
CDM4003,STRATEGIC MARKETING
CDM4004,ACADEMIC-INDUSTRY PROJECT
PHM3047,제제물리
PHM3055,제제공학
PHM3101,약학전공설계(1)
PHM3001,핵심유기화학
PHM3003,약학실험(1)
PHM3004,생리학
PHM3005,생화학
PHM3103,약학전공설계(3)
PHM3013,병리학
PHM3014,약리학(1)
PHM3016,약학실험(3)
PHM3017,물리약학
PHM3019,면역학
PHM3030,의약통계학
PHM3021,의약품제조화학
PHM3038,약무실습개론
PHM3035,약물치료학(1)
PHM3036,약물치료학(2)
PHM3041,약물치료학(3)
PHM3033,제약산업학
PHM3045,생약성분화학
PHM3037,의약품경제성평가
PHM3043,임상약료학
PHM4150,필수특성화실무실습
PHM3031,생물약제학
PHM3044,임상약동학
PHM3042,의약품제조품질관리학
PHM4310,전공심화실습1
PHM3053,예방약학
PHM3056,바이오의약품학
PHM4340,제약행정연구심화실습
PHM4350,임상심화실습
GLD1004,대학한국어표현1
GLD1005,대학한국어이해2
GLD1007,대학한국어어휘1
GLD1008,대학한국어어휘2
GLD1009,전문한국어이해
GLD2004,한국어와한국문화1
GLD2204,현대기업의조직관리
GLD2205,물가와고용
GLD2208,은행과이자
GLD2209,경영과회계
GLD2202,한국경제와국제협력
GLD2001,재외동포언어연구
GLD2002,언어와사회문화적맥락
GLD2101,한류와한국문화
EUR3102,현대유럽의사회와문화
EUR3104,유럽통합과유럽의미래
AMR3102,미국대중문화
AMR3104,미국학특강
CHI3101,중국입문
CHI3102,중국의최근정황
KOS3101,한국학입문
KOS3104,한국예술사의이해
JAP3105,일본학특강
JAP3106,일본의현지사정(1)
JAP3107,일본근대문학
TRA3103,국제법원서강독
TRA3104,유럽연합론
TRA3105,외교통상투자분쟁해결사례연구
COG3101,인지과학입문
COG3102,사람을움직이는힘-언어와디자인
VEN3101,벤처기업세미나
LEA3101,리더십워크숍
FIL3102,영상문화기획
FIL3107,예술과테크놀로지
EAS3101,동아시아지역질서의어제와오늘
EAS3102,동아시아인의상호인식
CML3101,탈경계시대의비교문학
CML3104,동양으로서양읽기
CUL3101,문화학의기본이론
CUL4101,대중문화비평
STS3106,"물질세계와인간:물질,소비,사회,환경"
MED1101,의학의이해(1)
YCD1999,GREAT BOOKS & DEBATE (동아시아문학읽기)
YCD1999,GREAT BOOKS & DEBATE (서양예술의멜랑콜리)
YCE1203,서울의역사와문화
YCE1251,전쟁과역사
YCE1605,이상행동의심리
YCE1998,성격과적응의심리학 (명예특임교수강의시리즈)
YCE1998,인간행동과마음의과학적이해 (명예특임교수강의시리즈)
YCG1004,인문학에길을묻다
YCG1402,소비와윤리
YCG1601,성평등리더십의이해와실천
YCG1804,"인간의감정,감정의인간"
YCG1998,에코액션 (명예특임교수강의시리즈)
YCG1999,GREAT BOOKS & DEBATE(개인과사회의변화를위한기독교윤리적가치와규범)
YCH1999,"GREAT BOOKS & DEBATE (국민,시민그리고개인)"
YCI1301,인권과세계시민주의
YCI1901,국제사회와법이야기
MAT1016,미분적분학과벡터해석(1)(심화)
UCC1111,인문사회수학
YCK1998,환경과에너지패러다임의전환 (명예특임교수강의시리즈)
YCK1998,역사속의색채 (명예특임교수강의시리즈)
YCK1998,세상을바꾼신물질 (명예특임교수강의시리즈)
UCC1113,생명과학의세계
YCL1401,삶과건강과학
YCL1998,일상생활의과학기술 (명예특임교수강의시리즈)
UCR1004,HOLISTIC EDUCATIONⅣ- BODY FOR LIFE
YCA1001,채플(1)
YCA1005,채플(A)
UCR1001,HOLISTIC EDUCATIONⅠ-[연인]초등.중학생멘토링
UCR1001,HOLISTIC EDUCATIONⅠ-[연인]고등학생학습멘토링
UCR1001,HOLISTIC EDUCATIONⅠ-[연인]Foreign Language Mentoring
UCR1001,HOLISTIC EDUCATIONⅠ-자원봉사센터연계봉사
UCR1001,HOLISTIC EDUCATIONⅠ-나사렛국제병원자원봉사
UCR1001,HOLISTIC EDUCATIONⅠ-아이사랑아우사랑
UCR1001,HOLISTIC EDUCATIONⅠ-아기사랑모자뜨기
UCR1001,HOLISTIC EDUCATIONⅠ-외국인력지원센터봉사
UCR1001,HOLISTIC EDUCATIONⅠ-시각장애인을 위한 봉사
UCR1001,HOLISTIC EDUCATIONⅠ-피어튜터링
UCR1001,HOLISTIC EDUCATIONⅠ-미추홀에스코트
UCR1001,HOLISTIC EDUCATIONⅠ-Caps for Good
UCR1002,"HOLISTIC EDUCATIONⅡ-스무살, 동서양고전을 만나다"
UCR1002,HOLISTIC EDUCATIONⅡ-CRITICAL THINKING & FRESHMAN RESEARCH
UCR1002,HOLISTIC EDUCATIONⅡ-유학생을 위한 INTERCULTURAL COMMUNICATION
UCR1002,HOLISTIC EDUCATIONⅡ-TED 활용과 창의적 프레젠테이션
UCR1002,HOLISTIC EDUCATIONⅡ-클래식 기타연주
